"","Threshold","Ensembling","number_SVM","number_RDA","number_RF","mean_Accuracy","sd_Accuracy","mean_Sensitivity","sd_Sensitivity","mean_Specificity","sd_Specificity"
"220",0.45,"Rank averaging",3,0,2,80.4780963868633,2.06716012790541,68.5714285714286,16.1624407128354,80.7671232876712,2.49908971980999
"555",0.4,"Rank averaging",1,1,0,69.7631449092604,8.70672958599017,75.7142857142857,6.06091526731326,69.6803652968037,8.97605868355526
"242",0.5,"Rank averaging",4,0,0,79.8355172980975,4.86782868829338,68.5714285714286,16.1624407128354,80.1187214611872,5.35334722925706
"239",0.35,"Rank averaging",4,0,0,69.4352760568014,9.17040616381742,75.7142857142857,6.06091526731326,69.3470319634703,9.44746320434629
"554",0.35,"Rank averaging",1,1,0,69.4286967487253,8.23374846145068,75.7142857142857,6.06091526731326,69.337899543379,8.49173897041379
"1480",0.45,"Rank averaging",7,2,2,79.6682932178299,4.63133812602363,68.5714285714286,16.1624407128354,79.9474885844749,5.11118737268633
"178",0.45,"Rank averaging",3,0,0,79.0092658588738,5.09036243049474,68.5714285714286,16.1624407128354,79.2762557077625,5.57613429730213
"302",0.35,"Rank averaging",5,0,0,68.4385108832721,8.68812049256568,75.7142857142857,6.06091526731326,68.3287671232877,8.95022829885438
"1753",0.45,"Rank averaging",4,3,0,78.4878556938429,1.57091763658528,68.5714285714286,16.1624407128354,78.7351598173516,1.98248202579242
"29",0.35,"Rank averaging",0,0,2,78.3206316135753,1.33442707431553,68.5714285714286,16.1624407128354,78.5639269406393,1.74032216922169
"1417",0.45,"Rank averaging",6,2,2,77.845276605077,4.37158619697326,68.5714285714286,16.1624407128354,78.0867579908676,4.83673953523949
"1375",0.45,"Rank averaging",6,2,0,77.6846318328856,5.07175333707024,68.5714285714286,16.1624407128354,77.9246575342466,5.55030391260126
"1986",0.55,"Rank averaging",7,3,2,87.7602938757607,1.70118129055681,61.4285714285714,26.2639661583575,88.3675799086758,2.4054545752693
"474",0.55,"Rank averaging",7,0,2,87.448873293492,4.50650212430091,61.4285714285714,26.2639661583575,88.0570776255708,5.2661696808916
"1312",0.45,"Rank averaging",5,2,0,77.0190251658534,4.59411993917462,68.5714285714286,16.1624407128354,77.2442922374429,5.05952660328457
"409",0.45,"Rank averaging",6,0,2,76.7010252755085,6.46278307055198,68.5714285714286,16.1624407128354,76.9246575342466,6.96451747497435
"1795",0.45,"Rank averaging",4,3,2,76.6714183891661,2.24782340990164,68.5714285714286,16.1624407128354,76.8835616438356,2.66375842227809
"1923",0.55,"Rank averaging",6,3,2,86.9241734744229,0.518728479208071,61.4285714285714,26.2639661583575,87.5114155251142,1.19465529241563
"1249",0.45,"Rank averaging",4,2,0,76.3599978068973,5.05314424364574,68.5714285714286,16.1624407128354,76.5730593607306,5.52447352790038
"1860",0.55,"Rank averaging",5,3,2,86.4257908876583,0.277585643582197,61.4285714285714,26.2639661583575,87.0022831050228,0.946037839669673
"1797",0.55,"Rank averaging",4,3,2,86.2585668073908,0.0410950813124484,61.4285714285714,26.2639661583575,86.8310502283105,0.703877983098944
"1755",0.55,"Rank averaging",4,3,0,86.2552771533527,0.427233769870925,61.4285714285714,26.2639661583575,86.8264840182648,0.226015866132683
"346",0.45,"Rank averaging",5,0,2,75.8747738362849,6.68531681275335,68.5714285714286,16.1624407128354,76.0821917808219,7.18730454301943
"1122",0.4,"Rank averaging",2,2,0,75.8583255660946,4.34367255683649,68.5714285714286,16.1624407128354,76.0593607305936,4.79799395818817
"285",0.55,"Rank averaging",4,0,2,86.1045013432754,1.67791992377618,61.4285714285714,26.2639661583575,86.6780821917808,2.37316659439321
"283",0.45,"Rank averaging",4,0,2,75.3731015954822,5.9758451259441,68.5714285714286,16.1624407128354,75.5684931506849,6.46082497330722
"241",0.45,"Rank averaging",4,0,0,75.0419430889851,5.97119285258797,68.5714285714286,16.1624407128354,75.2305936073059,6.454367377132
"156",0.4,"Rank averaging",2,0,2,75.0287844728329,4.09787744785449,68.5714285714286,16.1624407128354,75.2123287671233,4.542918909267
"304",0.45,"Rank averaging",5,0,0,74.8747190087176,5.73470229031823,68.5714285714286,16.1624407128354,75.0593607305936,6.21220752056126
"1670",0.5,"Rank averaging",2,3,2,84.9339327814025,0.0224859878879402,61.4285714285714,26.2639661583575,85.4794520547945,0.67804759839806
"1691",0.5,"Rank averaging",3,3,0,84.769998355173,0.254324276801564,61.4285714285714,26.2639661583575,85.3127853881278,0.913749858793573
"221",0.5,"Rank averaging",3,0,2,84.6225121991337,2.82780682163204,61.4285714285714,26.2639661583575,85.1689497716895,3.53876270402034
"1628",0.5,"Rank averaging",2,3,0,84.6126432370196,1.42282026808192,61.4285714285714,26.2639661583575,85.1552511415525,2.10517635312159
"1733",0.5,"Rank averaging",3,3,2,84.6027742749054,0.0178337145318157,61.4285714285714,26.2639661583575,85.1415525114155,0.671590002222834
"1501",0.45,"Rank averaging",0,3,0,84.5994846208674,0.450495136651557,61.4285714285714,26.2639661583575,85.1369863013699,0.193727885256593
"31",0.45,"Rank averaging",0,0,2,84.4717363890564,4.93296051527915,61.4285714285714,26.2639661583575,85.0205479452055,5.68591343228087
"1481",0.5,"Rank averaging",7,2,2,83.9700641482537,4.2234888284699,61.4285714285714,26.2639661583575,84.5068493150685,4.95943386256866
"114",0.4,"Rank averaging",2,0,0,73.5599539448435,7.12107975044384,68.5714285714286,16.1624407128354,73.7214611872146,7.61996348675914
"177",0.4,"Rank averaging",3,0,0,73.2287954383464,7.1164274770877,68.5714285714286,16.1624407128354,73.3835616438356,7.61350589058393
"473",0.5,"Rank averaging",7,0,2,83.3143264433357,5.15084198412439,61.4285714285714,26.2639661583575,83.8401826484018,5.90224290415072
"410",0.5,"Rank averaging",6,0,2,82.9798782828006,4.67786085958489,61.4285714285714,26.2639661583575,83.4977168949772,5.41792319100925
"1985",0.5,"Rank averaging",7,3,2,82.9634300126103,2.33621660366804,61.4285714285714,26.2639661583575,83.4748858447489,3.028612606178
"1752",0.4,"Rank averaging",4,3,0,72.5401611930479,3.3604921209085,68.5714285714286,16.1624407128354,72.6712328767123,3.77769376250348
"431",0.5,"Rank averaging",7,0,0,82.8291024727233,6.783014553232,61.4285714285714,26.2639661583575,83.3493150684932,7.56507391926977
"1943",0.5,"Rank averaging",7,3,0,82.8027852404189,3.03638374376503,61.4285714285714,26.2639661583575,83.3127853881278,3.74217698353976
"1165",0.45,"Rank averaging",2,2,2,82.6289818520752,1.86323547912854,61.4285714285714,26.2639661583575,83.1324200913242,2.54429289303653
"1292",0.5,"Rank averaging",4,2,2,82.4716267339218,3.0317314704089,61.4285714285714,26.2639661583575,82.9748858447489,3.73571938736455
"240",0.4,"Rank averaging",4,0,0,72.0713854926257,7.33430894593294,68.5714285714286,16.1624407128354,72.203196347032,7.82983536245377
"1880",0.5,"Rank averaging",6,3,0,82.3044026536543,2.79524090813915,61.4285714285714,26.2639661583575,82.8036529680365,3.49355953079382
"1859",0.5,"Rank averaging",5,3,2,82.2978233455782,1.85858320577242,61.4285714285714,26.2639661583575,82.7945205479452,2.53783529686131
"366",0.4,"Rank averaging",6,0,0,71.9107407204342,8.03447608602994,68.5714285714286,16.1624407128354,72.041095890411,8.54339973981554
"368",0.5,"Rank averaging",6,0,0,82.1667854597292,6.77371000651974,61.4285714285714,26.2639661583575,82.6735159817352,7.55215872691934
"303",0.4,"Rank averaging",5,0,0,71.7435166401667,7.79798552376019,68.5714285714286,16.1624407128354,71.8698630136986,8.30123988324481
"1922",0.5,"Rank averaging",6,3,2,81.963375185043,1.38560208123292,61.4285714285714,26.2639661583575,82.4520547945205,2.05351558371984
"1817",0.5,"Rank averaging",5,3,0,81.8060200668896,2.55409807251328,61.4285714285714,26.2639661583575,82.2945205479452,3.24494207804785
"560",0.65,"Rank averaging",1,1,0,71.4288064038599,10.1349775063209,68.5714285714286,16.1624407128354,71.5547945205479,10.6840928719008
"1796",0.5,"Rank averaging",4,3,2,81.635506332584,1.84927865906016,61.4285714285714,26.2639661583575,82.1187214611872,2.52492010451087
"497",0.65,"Rank averaging",0,1,0,71.2615823235923,9.89848694405117,68.5714285714286,16.1624407128354,71.3835616438356,10.4419330153301
"1374",0.4,"Rank averaging",6,2,0,71.2352650912879,6.1518561345842,68.5714285714286,16.1624407128354,71.3470319634703,6.6190360796001
"1754",0.5,"Rank averaging",4,3,0,81.4715719063545,2.08111694797378,61.4285714285714,26.2639661583575,81.9520547945205,2.76062236490639
"1627",0.45,"Rank averaging",2,3,0,81.1305444377433,0.671478121067548,61.4285714285714,26.2639661583575,81.6004566210046,1.32057841783241
"113",0.35,"Rank averaging",2,0,0,70.7599100827896,9.18901525724193,68.5714285714286,16.1624407128354,70.8698630136986,9.7154534456179
"408",0.4,"Rank averaging",6,0,2,70.7401721585613,6.3790421501417,68.5714285714286,16.1624407128354,70.8424657534246,6.8482807438204
"496",0.6,"Rank averaging",0,1,0,70.5959756565601,9.42085354615555,68.5714285714286,16.1624407128354,70.703196347032,9.95115570601342
"495",0.55,"Rank averaging",0,1,0,70.261527496025,8.94787242161605,68.5714285714286,16.1624407128354,70.3607305936073,9.46683599287195
"494",0.5,"Rank averaging",0,1,0,70.0943034157574,8.7113818593463,68.5714285714286,16.1624407128354,70.189497716895,9.22467613630121
"1690",0.45,"Rank averaging",3,3,0,80.3042929985197,0.894011863268923,61.4285714285714,26.2639661583575,80.7579908675799,1.54336548587749
"995",0.35,"Rank averaging",0,2,0,79.9764241460607,1.35768844109616,61.4285714285714,26.2639661583575,80.4246575342466,2.01477000666852
"491",0.35,"Rank averaging",0,1,0,69.5959208289928,8.47023902372043,68.5714285714286,16.1624407128354,69.6803652968037,8.97605868355526
"1545",0.55,"Rank averaging",0,3,2,90.2258895772794,0.839735340780783,54.2857142857143,36.3654916038796,91.0479452054795,0.067804759839804
"305",0.5,"Rank averaging",5,0,0,79.8355172980975,4.86782868829338,61.4285714285714,26.2639661583575,80.2899543378995,5.59550708582779
"1669",0.45,"Rank averaging",2,3,2,79.805910411755,0.65286902764305,61.4285714285714,26.2639661583575,80.2488584474886,1.29474803313153
"1500",0.4,"Rank averaging",0,3,0,79.802620757717,0.184540176459677,61.4285714285714,26.2639661583575,80.2442922374429,0.816885916165281
"33",0.55,"Rank averaging",0,0,2,89.937496573277,5.24388745124691,54.2857142857143,36.3654916038796,90.7694063926941,6.27355468422585
"1313",0.5,"Rank averaging",5,2,0,83.4486539832228,0.704044034560429,58.5714285714286,2.02030508910442,83.9611872146119,0.887919474092698
"115",0.45,"Rank averaging",2,0,0,79.1666209770273,3.92186643921439,61.4285714285714,26.2639661583575,79.6050228310502,4.62686765954486
"1438",0.45,"Rank averaging",7,2,0,78.3502384999178,5.54938673496586,61.4285714285714,26.2639661583575,78.7762557077625,6.28324107848868
"365",0.35,"Rank averaging",6,0,0,67.9335489884314,7.51031995457306,68.5714285714286,16.1624407128354,67.9817351598173,7.98804646874666
"1671",0.55,"Rank averaging",2,3,2,88.2422281923351,0.399320129734157,54.2857142857143,36.3654916038796,89.0251141552511,0.506921299754739
"472",0.45,"Rank averaging",7,0,2,77.8650145293053,7.18155930407347,61.4285714285714,26.2639661583575,78.2853881278539,7.94607209360773
"1544",0.5,"Rank averaging",0,3,2,88.0815834201437,0.30084701036283,54.2857142857143,36.3654916038796,88.8630136986301,1.2204856771165
"430",0.45,"Rank averaging",7,0,0,77.7076594111519,8.35005529535383,61.4285714285714,26.2639661583575,78.1278538812785,9.13749858793575
"159",0.55,"Rank averaging",2,0,2,87.9439662262185,4.27931610874341,54.2857142857143,36.3654916038796,88.7328767123288,5.27908487324203
"1734",0.55,"Rank averaging",3,3,2,87.911069685838,0.403972403090292,54.2857142857143,36.3654916038796,88.6872146118722,0.500463703579523
"1502",0.5,"Rank averaging",0,3,0,87.9077800318,0.872301254273655,54.2857142857143,36.3654916038796,88.6826484018265,0.0226015866132613
"1879",0.45,"Rank averaging",6,3,0,77.5009594824278,2.49361851888364,61.4285714285714,26.2639661583575,77.9018264840183,3.16099332776999
"1626",0.4,"Rank averaging",2,3,0,77.3238664400461,0.852141403063782,61.4285714285714,26.2639661583575,77.7168949771689,1.48524712030051
"1816",0.45,"Rank averaging",5,3,0,77.3139974779319,0.552845150486327,61.4285714285714,26.2639661583575,77.703196347032,0.0516607694017487
"1945",0.6,"Rank averaging",7,3,0,91.0685892866933,1.27937517293471,51.4285714285714,12.1218305346265,91.9086757990868,1.75646615965973
"348",0.55,"Rank averaging",5,0,2,86.6127528921542,3.32404931295217,54.2857142857143,36.3654916038796,87.3721461187215,4.29753025460866
