"","Threshold","Ensembling","number_SVM","number_RDA","number_RF","mean_Accuracy","sd_Accuracy","mean_Sensitivity","sd_Sensitivity","mean_Specificity","sd_Specificity"
"2173",0.45,"Rank averaging",2,4,2,87.4653215636822,6.84814638021776,71.4285714285714,40.4061017820884,87.8539578928013,7.9750229274671
"1753",0.45,"Rank averaging",4,3,0,77.0716596304622,12.0873815581086,78.5714285714286,30.3045763365663,77.0433023811713,13.0928845941869
"1311",0.4,"Rank averaging",5,2,0,77.0420527441197,7.8724218974582,78.5714285714286,30.3045763365663,77.0122736048543,8.77788849220497
"219",0.4,"Rank averaging",3,0,2,87.2849388672625,4.73834041321453,71.4285714285714,40.4061017820884,87.668934448837,5.81508702557109
"2130",0.4,"Rank averaging",2,4,0,76.9077252042327,12.3192198470222,78.5714285714286,30.3045763365663,76.875517146272,13.3301687489475
"1694",0.65,"Rank averaging",3,3,0,87.1308734031471,6.37516525567827,71.4285714285714,40.4061017820884,87.5114921393767,7.49070321432564
"1628",0.5,"Rank averaging",2,3,0,76.7372114699271,11.6144004335691,78.5714285714286,30.3045763365663,76.7008366277466,12.6085648810454
"118",0.6,"Rank averaging",2,0,0,86.9669389769176,6.60700354459188,71.4285714285714,40.4061017820884,87.3437069044773,7.72798736908622
"2196",0.55,"Rank averaging",3,4,0,86.796425242612,5.90218413113877,71.4285714285714,40.4061017820884,87.169026385952,7.00638350118416
"30",0.4,"Rank averaging",0,0,2,86.7799769724217,3.56053987522191,71.4285714285714,20.2030508910442,87.148340535074,4.12971943319624
"2004",0.4,"Rank averaging",0,4,0,76.40605296343,11.6097481602129,78.5714285714286,30.3045763365663,76.361818516135,12.6036891792353
"1733",0.5,"Rank averaging",3,3,2,86.6390701244586,7.07068012241913,71.4285714285714,40.4061017820884,87.0081364346787,8.2025556786074
"180",0.55,"Rank averaging",3,0,0,86.6259115083064,5.19736471768565,71.4285714285714,40.4061017820884,86.9943458674267,6.28477963328211
"1126",0.6,"Rank averaging",2,2,0,86.4652667361149,5.89753185778263,71.4285714285714,40.4061017820884,86.8300082743404,7.00150779937402
"581",0.65,"Rank averaging",1,1,1,86.4488184659247,3.5558876018658,71.4285714285714,20.2030508910442,86.8093224234623,4.12484373138608
"1982",0.35,"Rank averaging",7,3,2,75.9010910685893,10.4319476222203,78.5714285714286,30.3045763365663,75.844672244185,11.3977655981917
"1248",0.4,"Rank averaging",4,2,0,75.7239980262076,8.79047050640045,78.5714285714286,30.3045763365663,75.6630964420336,9.71727370762703
"1670",0.5,"Rank averaging",2,3,2,85.9866220735786,8.46636212925699,71.4285714285714,40.4061017820884,86.3404431368944,9.63113630898106
"2133",0.55,"Rank averaging",2,4,0,85.9767531114644,7.06137557570688,71.4285714285714,40.4061017820884,86.3301002114554,8.1928042749871
"1667",0.35,"Rank averaging",2,3,2,75.5798015242064,11.8322819024143,78.5714285714286,30.3045763365663,75.5159970580123,12.8312219303755
"1856",0.35,"Rank averaging",5,3,2,75.5765118701683,11.3639530512309,78.5714285714286,30.3045763365663,75.5125494161993,12.3517779190442
"1919",0.35,"Rank averaging",6,3,2,75.5666429080542,9.95896649768081,78.5714285714286,30.3045763365663,75.5022064907603,10.9134458850503
"428",0.35,"Rank averaging",7,0,0,75.5469049838259,7.14899339058059,78.5714285714286,30.3045763365663,75.4815206398823,8.03678181706232
"1690",0.45,"Rank averaging",3,3,0,75.4125774439388,11.5957913401445,78.5714285714286,30.3045763365663,75.3447641813,12.5890620738048
"1185",0.4,"Rank averaging",3,2,0,75.3994188277866,9.72247593541106,78.5714285714286,30.3045763365663,75.330973614048,10.6712860284795
"117",0.55,"Rank averaging",2,0,0,85.6455946049674,7.05672330235075,71.4285714285714,40.4061017820884,85.9910820998437,8.18792857317695
"1502",0.5,"Rank averaging",0,3,0,75.2453533636713,11.3593007778748,78.5714285714286,30.3045763365663,75.1735313045877,12.3469022172341
